,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
139,16,"A Silva, N Saavedra, M Monperrus",Gitbug-java: A reproducible benchmark of recent java bugs,2024,Proceedings of the 21st …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3643991.3644884,https://scholar.google.com/scholar?cites=12382779822087753559&as_sdt=2005&sciodt=2007&hl=en,149,2025-04-10 10:45:08,,10.1145/3643991.3644884,,,,,,,16,16.0,5,3,1,… adopted benchmark that has significantly contributed to software engineering research over … -Java addresses the crucial problem of benchmark leakage in LLM-based research. • A …,https://dl.acm.org/doi/pdf/10.1145/3643991.3644884,https://scholar.google.com/scholar?q=related:V09qM6R42KsJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
140,33,"X Du, G Zheng, K Wang, J Feng, W Deng, M Liu…",Vul-rag: Enhancing llm-based vulnerability detection via knowledge-level rag,2024,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2406.11147,https://scholar.google.com/scholar?cites=7171171572026827004&as_sdt=2005&sciodt=2007&hl=en,150,2025-04-10 10:45:08,,,,,,,,,33,33.0,5,7,1,"… benchmark PairVul drops to 0.50 ∼ 0.54, which are much lower than that reported in previous benchmarks … For example, RAG has been specialized to software engineering tasks such …",https://arxiv.org/pdf/2406.11147,https://scholar.google.com/scholar?q=related:_OAJ3owehWMJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
141,251,"YL Liao, T Smidt",Equiformer: Equivariant graph attention transformer for 3d atomistic graphs,2022,arXiv preprint arXiv:2206.11990,arxiv.org,https://arxiv.org/abs/2206.11990,https://scholar.google.com/scholar?cites=15539620048638480723&as_sdt=2005&sciodt=2007&hl=en,151,2025-04-10 10:45:08,,,,,,,,,251,83.67,126,2,3,"… In the main text, we discuss SE(3)-equivariance and benchmark Equiformer with SE(3)-equivariance. We leave the discussion on inversion and E(3)-equivariance in Sec. A and present …",https://arxiv.org/pdf/2206.11990,https://scholar.google.com/scholar?q=related:U5GiDxrSp9cJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
142,47,Q Gu,Llm-based code generation method for golang compiler testing,2023,… of the 31st ACM Joint European Software Engineering …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3611643.3617850,https://scholar.google.com/scholar?cites=5079697782571143081&as_sdt=2005&sciodt=2007&hl=en,152,2025-04-10 10:45:08,,10.1145/3611643.3617850,,,,,,,47,23.5,47,1,2,… with 175 billion parameters based on the Transformer architecture. They can address the … performance in a wide range of code intelligence tasks in the CodeXGLUE benchmark [13]. …,https://guqiuhan.github.io/assets/pdf/conference-paper.pdf,https://scholar.google.com/scholar?q=related:qQ9-SDi2fkYJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
143,62,I Trummer,"DB-BERT: a Database Tuning Tool that"" Reads the Manual""",2022,Proceedings of the 2022 international conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3514221.3517843,https://scholar.google.com/scholar?cites=12693364811105180310&as_sdt=2005&sciodt=2007&hl=en,153,2025-04-10 10:45:08,,10.1145/3514221.3517843,,,,,,,62,20.67,62,1,3,"… the BERT Transformer. We train DB-BERT in a system and benchmark independent manner, … weighted set 𝑉 of values and a set of selected configurations 𝐶. We select values greedily, …",https://dl.acm.org/doi/pdf/10.1145/3514221.3517843,https://scholar.google.com/scholar?q=related:lhpeGgvkJ7AJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
144,262,"C Zhang, W Jiang, Y Zhang, W Wang…",Transformer and CNN hybrid deep neural network for semantic segmentation of very-high-resolution remote sensing imagery,2022,… on Geoscience and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9686732/,https://scholar.google.com/scholar?cites=16207837178250254474&as_sdt=2005&sciodt=2007&hl=en,154,2025-04-10 10:45:08,,,,,,,,,262,87.33,52,5,3,"… state-ofthe-art methods on the two benchmarks. The proposed hybrid network achieved the … of the SE block in our model, we compared the semantic segmentation results when the SE …",,https://scholar.google.com/scholar?q=related:itj5cgrO7eAJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
145,17,"B Yang, H Tian, J Ren, H Zhang, J Klein…",Multi-objective fine-tuning for enhanced program repair with llms,2024,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2404.12636,https://scholar.google.com/scholar?cites=14133754792051543344&as_sdt=2005&sciodt=2007&hl=en,155,2025-04-10 10:45:08,,,,,,,,,17,17.0,3,6,1,"… Within the realm of software engineering, specialized tasks … of LLM fine-tuning for program repair: we not only adapt the … -of-the-art closedsource LLM, as a benchmark for upper limits of …",https://arxiv.org/pdf/2404.12636,https://scholar.google.com/scholar?q=related:MA21ehkvJcQJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
146,59,"Y Wang, Z Chu, X Ouyang, S Wang, H Hao…",Enhancing recommender systems with large language model reasoning graphs,2023,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2308.10835,https://scholar.google.com/scholar?cites=240284488625485552&as_sdt=2005&sciodt=2007&hl=en,156,2025-04-10 10:45:08,,,,,,,,,59,29.5,10,6,2,"… and LLM-derived reasoning graphs. We demonstrate the effectiveness of LLMRG on benchmarks … Besides the observed behavioral sequences, we aim to conduct divergent thinking …",https://arxiv.org/pdf/2308.10835,https://scholar.google.com/scholar?q=related:8PaOJXipVQMJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
147,156,"M Li, Y Zhao, B Yu, F Song, H Li, H Yu, Z Li…",Api-bank: A comprehensive benchmark for tool-augmented llms,2023,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2304.08244,https://scholar.google.com/scholar?cites=14150853254931006409&as_sdt=2005&sciodt=2007&hl=en,157,2025-04-10 10:45:08,,,,,,,,,156,78.0,20,8,2,"… We randomly select 100 data samples from the training set and have the annotators … This paper constructs a new benchmark for toolaugmented LLM, and we discuss some related eth…",https://arxiv.org/pdf/2304.08244,https://scholar.google.com/scholar?q=related:ycPXmA_uYcQJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
149,75,"G Ryan, S Jain, M Shang, S Wang, X Ma…",Code-aware prompting: A study of coverage-guided test generation in regression setting using llm,2024,… Software Engineering,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3643769,https://scholar.google.com/scholar?cites=1392647163566698734&as_sdt=2005&sciodt=2007&hl=en,159,2025-04-10 10:45:08,,10.1145/3643769,,,,,,,75,75.0,13,6,1,"… an LLM to generate test cases based on the prompt. The insight here is that, although the LLM … We evaluate on 100 randomly sampled focal methods from the benchmark used in RQ1. …",https://dl.acm.org/doi/pdf/10.1145/3643769,https://scholar.google.com/scholar?q=related:7jDZeTetUxMJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
150,37,"M Enis, M Hopkins",From llm to nmt: Advancing low-resource machine translation with claude,2024,arXiv preprint arXiv:2404.13813,arxiv.org,https://arxiv.org/abs/2404.13813,https://scholar.google.com/scholar?cites=14402272073804800605&as_sdt=2005&sciodt=2007&hl=en,160,2025-04-10 10:45:08,,,,,,,,,37,37.0,19,2,1,"… We show that Claude 3 Opus, a large language model (LLM) … -200, we curate new benchmarks that corroborate the effectiveness … We experiment on English and a selection of 36 other …",https://arxiv.org/pdf/2404.13813,https://scholar.google.com/scholar?q=related:XeKpBSUm38cJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
151,106,"S Gao, C Gao, Y He, J Zeng, L Nie, X Xia…",Code structure–guided transformer for source code summarization,2023,… on Software Engineering …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3522674,https://scholar.google.com/scholar?cites=3517069481315953498&as_sdt=2005&sciodt=2007&hl=en,162,2025-04-10 10:45:08,,10.1145/3522674,,,,,,,106,53.0,15,7,2,"… the Transformer as prior information to eliminate its dependency on data. However, how to effectively integrate the code structure information into Transformer … use the benchmarks open …",https://arxiv.org/pdf/2104.09340,https://scholar.google.com/scholar?q=related:Wms0HA8kzzAJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
152,2,"H Xue, F Tang, M Hu, Y Liu, Q Huang, Y Li…",MMRC: A Large-Scale Benchmark for Understanding Multimodal Large Language Model in Real-World Conversation,2025,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2502.11903,https://scholar.google.com/scholar?cites=14361909596138594510&as_sdt=2005&sciodt=2007&hl=en,164,2025-04-10 10:45:08,,,,,,,,,2,2.0,0,7,1,"… This paper introduces MMRC, a Multi-Modal Realworld Conversation benchmark for evaluating six core open-ended abilities of MLLMs: information extraction, multi-turn reasoning, infor…",https://arxiv.org/pdf/2502.11903?,https://scholar.google.com/scholar?q=related:zmAdXq_AT8cJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
153,299,"E Nguyen, M Poli, M Faizi, A Thomas…",Hyenadna: Long-range genomic sequence modeling at single nucleotide resolution,2023,Advances in neural …,proceedings.neurips.cc,https://proceedings.neurips.cc/paper_files/paper/2023/hash/86ab6927ee4ae9bde4247793c46797c7-Abstract-Conference.html,https://scholar.google.com/scholar?cites=8529903844568240086&as_sdt=2005&sciodt=2007&hl=en,165,2025-04-10 10:45:08,,,,,,,,,299,149.5,60,5,2,"… Furthermore, our current focus in this study was exclusively on DNA sequences. Extending … We perform additional ablations on the Nucleotide Transformer benchmarks to assess the …",https://proceedings.neurips.cc/paper_files/paper/2023/file/86ab6927ee4ae9bde4247793c46797c7-Paper-Conference.pdf,https://scholar.google.com/scholar?q=related:1o-6b1pOYHYJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
154,8,"L Fu, H Chai, S Luo, K Du, W Zhang, L Fan…",Codeapex: A bilingual programming evaluation benchmark for large language models,2023,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2309.01940,https://scholar.google.com/scholar?cites=4535089698058061016&as_sdt=2005&sciodt=2007&hl=en,166,2025-04-10 10:45:08,,,,,,,,,8,4.0,1,7,2,"… of which could offer practical assistance in software engineering. In addition, utilizing the self-… In code-with-standard code scenario, in order to prevent the LLM from directly outputting …",https://arxiv.org/pdf/2309.01940,https://scholar.google.com/scholar?q=related:2MRIbQ3g7z4J:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
155,192,"L Chen, C Sima, Y Li, Z Zheng, J Xu, X Geng…",Persformer: 3d lane detection via perspective transformer and the openlane benchmark,2022,… on Computer Vision,Springer,https://link.springer.com/chapter/10.1007/978-3-031-19839-7_32,https://scholar.google.com/scholar?cites=15083699818412600037&as_sdt=2005&sciodt=2007&hl=en,168,2025-04-10 10:45:08,,10.1007/978-3-031-19839-7_32,,,,,,,192,64.0,27,7,3,"… The Perspective Transformer takes the front view features as … to BEV, we introduce Transformer to attend local context and … BEV in an elegant manner with Transformer. Finally, the lane …",https://arxiv.org/pdf/2203.11089,https://scholar.google.com/scholar?q=related:5WobZxERVNEJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
156,21,"W Zhang, J Huang, R Wang, C Wei…",Integration of Mamba and Transformer-MAT for Long-Short Range Time Series Forecasting with Application to Weather Dynamics,2024,2024 International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10823516/,https://scholar.google.com/scholar?cites=3262075980459474036&as_sdt=2005&sciodt=2007&hl=en,169,2025-04-10 10:45:08,,,,,,,,,21,21.0,4,5,1,… Transformer: Transformer-based … the sequence length extends. Mamba achieves linear time efficiency in modeling long sequences and outperforms Transformer models in benchmark …,https://arxiv.org/pdf/2409.08530,https://scholar.google.com/scholar?q=related:dPyeLdI4RS0J:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
157,33,"F Cassano, J Gouwar, F Lucchetti…",Knowledge transfer from high-resource to low-resource programming languages for code llms,2024,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3689735,https://scholar.google.com/scholar?cites=11125424603998833915&as_sdt=2005&sciodt=2007&hl=en,170,2025-04-10 10:45:08,,10.1145/3689735,,,,,,,33,33.0,8,4,1,"… software engineering. … LLM benchmarks for the natural language to code task, including those we use in this paper, follow the format introduced by the Codex “HumanEval” benchmark […",https://dl.acm.org/doi/pdf/10.1145/3689735,https://scholar.google.com/scholar?q=related:-8y9eLtyZZoJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
158,114,"F Liu, Y Liu, L Shi, H Huang, R Wang, Z Yang…",Exploring and evaluating hallucinations in llm-powered code generation,2024,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2404.00971,https://scholar.google.com/scholar?cites=14049055866717738150&as_sdt=2005&sciodt=2007&hl=en,171,2025-04-10 10:45:08,,,,,,,,,114,114.0,16,7,1,"… However, in the SE field, we … benchmark, we have eliminated all comments from the generated code. Secondly, when we request LLM to generate code with local logic conflicts, LLM …",https://arxiv.org/pdf/2404.00971,https://scholar.google.com/scholar?q=related:phRULeBF-MIJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
159,64,"S Tipirneni, M Zhu, CK Reddy",Structcoder: Structure-aware transformer for code generation,2024,ACM Transactions on Knowledge …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3636430,https://scholar.google.com/scholar?cites=3252239998707239379&as_sdt=2005&sciodt=2007&hl=en,172,2025-04-10 10:45:08,,10.1145/3636430,,,,,,,64,64.0,21,3,1,"… a structure-aware Transformer decoder that models both syntax … tasks in the CodeXGLUE benchmark and improves over … For the denoising task, we corrupt random spans in the code se…",https://dl.acm.org/doi/pdf/10.1145/3636430,https://scholar.google.com/scholar?q=related:0wlDNwxHIi0J:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
160,2,"K Zhu, H Du, Z Hong, X Yang, S Guo, Z Wang…",MultiAgentBench: Evaluating the Collaboration and Competition of LLM agents,2025,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2503.01935,https://scholar.google.com/scholar?cites=18373405712514968202&as_sdt=2005&sciodt=2007&hl=en,173,2025-04-10 10:45:08,,,,,,,,,2,2.0,0,7,1,"… as autonomous agents; yet existing benchmarks either focus on singleagent tasks or are … , a comprehensive benchmark designed to evaluate LLMbased multi-agent systems across …",https://arxiv.org/pdf/2503.01935?,https://scholar.google.com/scholar?q=related:imqWKCZz-_4J:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
161,5,"J Jin, X Wang, Q Zhu, H Wang, C Li",Pedestrian attribute recognition: A new benchmark dataset and a large language model augmented framework,2024,arXiv preprint arXiv:2408.09720,arxiv.org,https://arxiv.org/abs/2408.09720,https://scholar.google.com/scholar?cites=16337149536397873153&as_sdt=2005&sciodt=2007&hl=en,174,2025-04-10 10:45:08,,,,,,,,,5,5.0,1,5,1,"… To establish a more rigorous benchmark, we evaluate 17 representative PAR models under … an innovative Large Language Model (LLM) augmented PAR framework, named LLM-PAR. …",https://arxiv.org/pdf/2408.09720,https://scholar.google.com/scholar?q=related:AdBuB_I2ueIJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
162,105,"L Li, B Dong, R Wang, X Hu, W Zuo, D Lin…",Salad-bench: A hierarchical and comprehensive safety benchmark for large language models,2024,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2402.05044,https://scholar.google.com/scholar?cites=12322514854127478203&as_sdt=2005&sciodt=2007&hl=en,175,2025-04-10 10:45:08,,,,,,,,,105,105.0,15,7,1,"… standard LLM safety evaluation, our benchmark is uniquely suited for both LLM attack and … To measure the ability to recognize safe/unsafe selections without safety strategies’ effect, …",https://arxiv.org/pdf/2402.05044,https://scholar.google.com/scholar?q=related:uyW-6_hdAqsJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
163,5,"Y Mou, S Zhang, W Ye",SG-Bench: Evaluating LLM Safety Generalization Across Diverse Tasks and Prompt Types,2024,Advances in Neural Information …,proceedings.neurips.cc,https://proceedings.neurips.cc/paper_files/paper/2024/hash/de7b99107c53e60257c727dc73daf1d1-Abstract-Datasets_and_Benchmarks_Track.html,https://scholar.google.com/scholar?cites=9698601985710634872&as_sdt=2005&sciodt=2007&hl=en,176,2025-04-10 10:45:08,,,,,,,,,5,5.0,2,3,1,… benchmark to assess the generalization of LLM safety across various tasks and prompt types. This benchmark … of prompt engineering and jailbreak on LLM safety. Our assessment of 3 …,https://proceedings.neurips.cc/paper_files/paper/2024/file/de7b99107c53e60257c727dc73daf1d1-Paper-Datasets_and_Benchmarks_Track.pdf,https://scholar.google.com/scholar?q=related:eDcu4B5bmIYJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
164,3,"D Nathani, L Madaan, N Roberts, N Bashlykov…",Mlgym: A new framework and benchmark for advancing ai research agents,2025,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2502.14499,https://scholar.google.com/scholar?cites=4313353914997924481&as_sdt=2005&sciodt=2007&hl=en,177,2025-04-10 10:45:08,,,,,,,,,3,3.0,1,5,1,"… , we discuss related LLM agent frameworks and benchmarks, … 2.3 Agents for Software Engineering and Data Science … , software engineering tasks provide a testbed for LLM agents, …",https://arxiv.org/pdf/2502.14499,https://scholar.google.com/scholar?q=related:geL9VYgc3DsJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
166,9,"A Rao, X Jiang, S Wang, Y Guo, Z Liu, B Dai…",Temporal and contextual transformer for multi-camera editing of TV shows,2022,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2210.08737,https://scholar.google.com/scholar?cites=292665468802098022&as_sdt=2005&sciodt=2007&hl=en,179,2025-04-10 10:45:08,,,,,,,,,9,3.0,1,7,3,"… methods on the proposed multi-camera editing benchmark. … and encodes them into a series of transformer layers. Video-… spatial transformer and a temporal transformer, which use 12 …",https://arxiv.org/pdf/2210.08737,https://scholar.google.com/scholar?q=related:ZuP4ebHBDwQJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
167,28,"JA Pizzorno, ED Berger",Coverup: Coverage-guided llm-based test generation,2024,arXiv preprint arXiv:2403.16218,arxiv.org,https://arxiv.org/abs/2403.16218,https://scholar.google.com/scholar?cites=2232420983112936118&as_sdt=2005&sciodt=2007&hl=en,180,2025-04-10 10:45:08,,,,,,,,,28,28.0,14,2,1,… that iteratively guide the LLM to generate tests that improve line and branch coverage. We evaluate our prototype CoverUp implementation across a benchmark of challenging code …,https://arxiv.org/pdf/2403.16218,https://scholar.google.com/scholar?q=related:tiqTZw4n-x4J:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
168,28,"S Zhao, Y Ma, C Ni, C Zhang, H Wang…",Mossformer2: Combining transformer and rnn-free recurrent network for enhanced time-domain monaural speech separation,2024,ICASSP 2024-2024 …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10445985/,https://scholar.google.com/scholar?cites=12421392248313597751&as_sdt=2005&sciodt=2007&hl=en,181,2025-04-10 10:45:08,,,,,,,,,28,28.0,5,6,1,"… considering all elements within the current layer’s sequence. Not relying on recurrence, the … We evaluated the performance of MossFormer2 on various speech separation benchmarks, …",https://arxiv.org/pdf/2312.11825,https://scholar.google.com/scholar?q=related:N8-FQHCmYawJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
169,27,"KH Huang, P Laban, AR Fabbri, PK Choubey…",Embrace divergence for richer insights: A multi-document summarization benchmark and a case study on summarizing diverse information from news articles,2023,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2309.09369,https://scholar.google.com/scholar?cites=5144680392703537852&as_sdt=2005&sciodt=2007&hl=en,182,2025-04-10 10:45:08,,,,,,,,,27,13.5,5,5,2,"… identify that even the most advanced LLM, GPT-4, only … of our dataset as a rigorous LLM benchmark. Furthermore, we … , clustering the answers based on semantics, and filtering invalid …",https://arxiv.org/pdf/2309.09369,https://scholar.google.com/scholar?q=related:vPICOo-TZUcJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
170,28,"Y Song, G Wang, S Li, BY Lin","The good, the bad, and the greedy: Evaluation of llms should not ignore non-determinism",2024,arXiv preprint arXiv:2407.10457,arxiv.org,https://arxiv.org/abs/2407.10457,https://scholar.google.com/scholar?cites=1362636472586597273&as_sdt=2005&sciodt=2007&hl=en,183,2025-04-10 10:45:08,,,,,,,,,28,28.0,7,4,1,… in LLM evaluations and provides insights for future LLM … We use the Yi-1.5-Chat and Qwen2-Instruct series to … After evaluating several LLMs across seven commonly used …,https://arxiv.org/pdf/2407.10457,https://scholar.google.com/scholar?q=related:mfOD-qYO6RIJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
171,27,"R Chen, C Qin, W Jiang, D Choi",Is a large language model a good annotator for event extraction?,2024,… of the AAAI Conference on Artificial …,ojs.aaai.org,https://ojs.aaai.org/index.php/AAAI/article/view/29730,https://scholar.google.com/scholar?cites=9625703001554333747&as_sdt=2005&sciodt=2007&hl=en,184,2025-04-10 10:45:08,,,,,,,,,27,27.0,7,4,1,"… of LLMgenerated samples and that of the benchmark dataset. This enables us to craft an augmented dataset that complements existing benchmarks, … Given that LLMs often produce se…",https://ojs.aaai.org/index.php/AAAI/article/view/29730/31254,https://scholar.google.com/scholar?q=related:M7AOeeFdlYUJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
